player_id,team_id,player_name,team,plus_minus,ortg,fic,tsp,efgp,fgp,drtg
45855,9,Rakeem Christmas,Indiana Pacers,1,26,0.25,0,0,0,138.5
66668,9,Georges Niang,Indiana Pacers,-0.25,31.5,0.5,0.124537037,0.066666667,0.066666667,115.875
37,10,Mirza Teletovic,Milwaukee Bucks,2.777777778,94.88888889,3.666666667,0.530965573,0.533333333,0.390972222,109.4444444
55,10,John Henson,Milwaukee Bucks,-3.333333333,103.6666667,6.777777778,0.49903301,0.49006919,0.49006919,104.8888889
58,10,Jabari Parker,Milwaukee Bucks,0.1,112.4,12.575,0.549399489,0.501598973,0.457603875,107.3
63,10,Giannis Antetokounmpo,Milwaukee Bucks,7.3,115.6,22.1,0.626948114,0.56559862,0.550741721,97.3
167,10,Tony Snell,Milwaukee Bucks,1.888888889,96.77777778,5.916666667,0.490997422,0.487213404,0.410846561,107.4444444
206,10,Miles Plumlee,Milwaukee Bucks,1.3,103.2,3.8,0.511375793,0.46875,0.46875,106
263,10,Jason Terry,Milwaukee Bucks,4.25,96.125,3.265625,0.498765615,0.482291667,0.377083333,108.75
280,10,Steve Novak,Milwaukee Bucks,-1,0,-0.375,0,0,0,107.5
301,10,Matthew Dellavedova,Milwaukee Bucks,2.8,100.9,6.1625,0.506668524,0.490689866,0.424029304,109.1
6046,10,Greg Monroe,Milwaukee Bucks,4.4,117.9,9.9625,0.560646811,0.495784771,0.495784771,101.5
22170,10,Michael Beasley,Milwaukee Bucks,3.1,92.6,5.025,0.488131509,0.48625,0.469444444,108.1
33642,10,Rashad Vaughn,Milwaukee Bucks,-1.8,54.6,1.9,0.355902778,0.355902778,0.284722222,108.4
66495,10,Thon Maker,Milwaukee Bucks,-1.25,148.25,3,0.905092593,0.833333333,0.666666667,101.5
66498,10,Malcolm Brogdon,Milwaukee Bucks,1.5,108,6.2875,0.528677405,0.491190476,0.421746032,108
130,11,Kris Humphries,Atlanta Hawks,-0.6,83.2,3.025,0.440324237,0.375,0.316666667,101.2
